Term,Estimate,Std. Error,df,t value,Pr(>|t|),p,sig,Effect_type,Delta_var,Zone,Model
Period_bin:sen_temp_z,0.06739278947146403,0.03419538631069598,3410.1534282874336,1.9708152690289753,0.048825763771339674,0.048825763771339674,*,Delta,sen_temp_z,Cold,M4
Period_bin:mean_Q_z,-0.02642996499091907,0.036023446688548434,3738.48779144169,-0.733687845569784,0.46318501483307706,0.46318501483307706,,Delta,mean_Q_z,Cold,M4
Period_bin:mean_organic_z,-0.19574154170303362,0.9820140716254523,3051.564934991183,-0.19932661594048007,0.8420205403771955,0.8420205403771955,,Delta,mean_organic_z,Cold,M4
Period_bin:mean_salinity_z,-0.28816775995775024,0.6557195974798167,3386.6678008564086,-0.4394679693352007,0.6603505253762902,0.6603505253762902,,Delta,mean_salinity_z,Cold,M4
Period_bin:HFP_period_z,-0.038532396655812415,0.03146055583364129,3624.794101091968,-1.2247843572620256,0.22073606673742308,0.22073606673742308,,Delta,HFP_period_z,Cold,M4
Period_bin:elevation_z,-0.04567987291705814,0.02411191817209805,3678.448980390829,-1.8944935276828454,0.05823789395683101,0.05823789395683101,,Delta,elevation_z,Cold,M4
(Intercept),0.7336538781236014,0.7252421188820483,2554.512540725801,1.011598553121156,0.3118258435752815,0.3118258435752815,,Main,NA,Cold,M5
Period_bin,-0.02616388632633175,0.8865211183406014,2909.9408511387915,-0.029512987096467096,0.9764574851036698,0.9764574851036698,,Period,NA,Cold,M5
mean_temp_z,-0.17621674875963625,0.048639405731917815,1767.6013235979844,-3.6229214997172656,2.9952359389089935e-4,2.9952359389089935e-4,***,Main,NA,Cold,M5
sen_temp_z,-0.014659684922416446,0.02127608628311954,2998.7229143027616,-0.6890216897666677,0.49086292451015456,0.49086292451015456,,Main,NA,Cold,M5
mean_Q_z,0.021268094031875833,0.028286669829785945,1147.6845770030852,0.7518769144567335,0.4522792430485709,0.4522792430485709,,Main,NA,Cold,M5
mean_organic_z,1.2550334941003356,0.7794390963839524,2422.0046639568886,1.6101751887001894,0.10748992779284974,0.10748992779284974,,Main,NA,Cold,M5
mean_salinity_z,-0.1654838215145224,0.558262038466876,2058.612534130151,-0.2964267854733261,0.7669340735026009,0.7669340735026009,,Main,NA,Cold,M5
HFP_period_z,0.007161206895479269,0.023714424064618794,1482.7976635996845,0.3019768422781801,0.7627120643646546,0.7627120643646546,,Main,NA,Cold,M5
elevation_z,0.0016612618927205733,0.018286886683082742,1947.3316418225943,0.09084443522348788,0.927625544828286,0.927625544828286,,Main,NA,Cold,M5
Period_bin:mean_temp_z,0.04404218912955809,0.06216644288138496,3693.2515575588036,0.7084559947171438,0.4787068415159703,0.4787068415159703,,Delta,mean_temp_z,Cold,M5
Period_bin:sen_temp_z,0.0668435491587972,0.03382064459876252,3421.2334807240995,1.9764126305636105,0.04818825806671218,0.04818825806671218,*,Delta,sen_temp_z,Cold,M5
Period_bin:mean_Q_z,-0.04411577727987597,0.0359677727024397,3739.081504390803,-1.226536256354945,0.2200741712573567,0.2200741712573567,,Delta,mean_Q_z,Cold,M5
Period_bin:mean_organic_z,0.12088514844797507,0.9820448275624191,2981.141933188821,0.12309534662285218,0.9020398938884058,0.9020398938884058,,Delta,mean_organic_z,Cold,M5
Period_bin:mean_salinity_z,-0.45962969786300856,0.653639798854162,3373.401399083152,-0.7031849937362208,0.48198899547110685,0.48198899547110685,,Delta,mean_salinity_z,Cold,M5
Period_bin:HFP_period_z,-0.044959719952700844,0.03159319847914842,3630.0955148724706,-1.4230822492497668,0.1547982453482093,0.1547982453482093,,Delta,HFP_period_z,Cold,M5
Period_bin:elevation_z,-0.04159564685860378,0.023991474943246986,3714.4715252854808,-1.733767805314193,0.0830422649054348,0.0830422649054348,,Delta,elevation_z,Cold,M5
(Intercept),0.7700282268149214,0.7578670433418814,2548.57601518157,1.0160465923144173,0.3097036448320739,0.3097036448320739,,Main,NA,Cold,M6
Period_bin,-0.031647378090400836,0.8924572025510323,2952.6872347042226,-0.035460947594953364,0.9717145830769229,0.9717145830769229,,Period,NA,Cold,M6
mean_temp_z,-0.17542105662762686,0.04892045588340495,1746.7058030515475,-3.5858426390326037,3.45231423621162e-4,3.45231423621162e-4,***,Main,NA,Cold,M6
sen_temp_z,-0.01446090993234178,0.02131775514617278,3018.6703881499902,-0.6783505032863639,0.497601480308552,0.497601480308552,,Main,NA,Cold,M6
mean_Q_z,0.02187035628948934,0.028342359996569158,1149.8573340572711,0.7716490896360341,0.4404808394167846,0.4404808394167846,,Main,NA,Cold,M6
mean_organic_z,1.2922957343337027,0.8169110307106617,2395.251975274147,1.5819295930053556,0.11379766943894241,0.11379766943894241,,Main,NA,Cold,M6
mean_salinity_z,-0.16389556575953873,0.5595157199286,2036.9460469315843,-0.292923969643701,0.769610103332499,0.769610103332499,,Main,NA,Cold,M6
HFP_period_z,0.007411431035605746,0.023918396607020533,1471.98645439755,0.30986320518785704,0.7567088450540638,0.7567088450540638,,Main,NA,Cold,M6
elevation_z,0.0034164863704613468,0.02017943879348638,1484.210248297291,0.16930532139298823,0.8655795615819148,0.8655795615819148,,Main,NA,Cold,M6
C(Protocol)Electrofishing_partialsection,-0.46811206870797656,0.5235570873938405,2206.90690003871,-0.8940993828163842,0.3713662133267064,0.3713662133267064,,Main,NA,Cold,M6
C(Protocol)Electrofishing_wholesection,0.12503640763265889,0.32147706682481964,1548.2192422117314,0.3889434754012924,0.6973714446678511,0.6973714446678511,,Main,NA,Cold,M6
Period_bin:mean_temp_z,0.04499642521658044,0.06216447847453026,3693.808876106148,0.7238285644914751,0.46921682718904156,0.46921682718904156,,Delta,mean_temp_z,Cold,M6
Period_bin:sen_temp_z,0.06673085257244635,0.03382031724152232,3422.7097826891786,1.973099545338347,0.04856455927167168,0.04856455927167168,*,Delta,sen_temp_z,Cold,M6
Period_bin:mean_Q_z,-0.044275578184925876,0.0359688039798849,3739.063726504266,-1.2309438537263133,0.21842128805599118,0.21842128805599118,,Delta,mean_Q_z,Cold,M6
Period_bin:mean_organic_z,0.11907830741758851,0.9889750770775892,3019.1408469846215,0.12040577177077469,0.9041697312302895,0.9041697312302895,,Delta,mean_organic_z,Cold,M6
Period_bin:mean_salinity_z,-0.4731288950862706,0.6538306283806898,3374.652152366944,-0.7236260807451704,0.46934548036595125,0.46934548036595125,,Delta,mean_salinity_z,Cold,M6
Period_bin:HFP_period_z,-0.044456187070154286,0.031624044652348644,3636.3827731580855,-1.4057717018449956,0.1598773620031871,0.1598773620031871,,Delta,HFP_period_z,Cold,M6
Period_bin:elevation_z,-0.04080559723808306,0.024064520022900382,3711.675380389701,-1.695674677876453,0.09003137302347636,0.09003137302347636,,Delta,elevation_z,Cold,M6
(Intercept),0.06529109406426083,0.025627598367458634,14.077431069887174,2.547686799523362,0.023144867876969115,0.023144867876969115,*,Main,NA,Intermediate,M1
Period_bin,-0.07815202724804335,0.012957703140078176,14269.805145643559,-6.031317927505156,1.6664520830242816e-9,1.6664520830242816e-9,***,Period,NA,Intermediate,M1
mean_temp_z,0.14041794302379557,0.025847609898797693,254.80677777028183,5.432531037630954,1.2971082919659093e-7,1.2971082919659093e-7,***,Main,NA,Intermediate,M1
sen_temp_z,0.014259870975726265,0.008416875467437338,13321.49493503152,1.6942000663897105,0.0902506474667436,0.0902506474667436,,Main,NA,Intermediate,M1
mean_Q_z,1.705797229896269e-4,0.006785032813300688,4532.090533154937,0.025140589247444722,0.97994393169896,0.97994393169896,,Main,NA,Intermediate,M1
mean_organic_z,-0.012384244384456242,0.007988235642482702,13315.705910889446,-1.5503103487076506,0.12109081002180115,0.12109081002180115,,Main,NA,Intermediate,M1
mean_salinity_z,-0.0181999905933975,0.009653218405881195,15169.23755715859,-1.8853805879196943,0.0593975667821963,0.0593975667821963,,Main,NA,Intermediate,M1
HFP_period_z,-0.011170522523259993,0.011313570699676801,8033.133960351693,-0.9873560540510085,0.32349785750508353,0.32349785750508353,,Main,NA,Intermediate,M1
elevation_z,-0.007406149026469682,0.010071227773894947,142.76049609697813,-0.7353769761485027,0.4633163438504504,0.4633163438504504,,Main,NA,Intermediate,M1
Period_bin:mean_temp_z,-0.2147113680769134,0.031193008618951197,14096.692832984443,-6.883317050297813,6.0945464959191635e-12,6.0945464959191635e-12,***,Delta,mean_temp_z,Intermediate,M1
Period_bin:sen_temp_z,0.01995942544168704,0.011283416526677258,14003.971997402572,1.7689168342316521,0.07692951756064703,0.07692951756064703,,Delta,sen_temp_z,Intermediate,M1
Period_bin:mean_Q_z,-0.038142719854850175,0.01030952525766332,15326.567177254023,-3.6997552168076573,2.1656214429106304e-4,2.1656214429106304e-4,***,Delta,mean_Q_z,Intermediate,M1
Period_bin:mean_organic_z,0.029301412614736892,0.011504356354325649,15140.27348354316,2.5469840912672645,0.010875644933284342,0.010875644933284342,*,Delta,mean_organic_z,Intermediate,M1
Period_bin:mean_salinity_z,0.008213091745083929,0.012789659941444043,15293.604825204953,0.6421665456850774,0.52077467742709,0.52077467742709,,Delta,mean_salinity_z,Intermediate,M1
Period_bin:HFP_period_z,0.015321374417382705,0.014346456239131814,14814.559260739992,1.067955330710289,0.2855580636862143,0.2855580636862143,,Delta,HFP_period_z,Intermediate,M1
Period_bin:elevation_z,-0.01657316196260716,0.01137681820689206,10077.732421414259,-1.4567484213263744,0.14521699342534417,0.14521699342534417,,Delta,elevation_z,Intermediate,M1
(Intercept),0.054065459141361044,0.025751244857643067,13.453480124346973,2.0995279816662613,0.055161463396346845,0.055161463396346845,,Main,NA,Intermediate,M2
Period_bin,-0.08604094089365376,0.01324809199213359,13741.978232986496,-6.494591141482326,8.612299581350777e-11,8.612299581350777e-11,***,Period,NA,Intermediate,M2
mean_temp_z,0.13659347850028455,0.0279033678622604,286.3414883938035,4.895232689277938,1.6426231668904113e-6,1.6426231668904113e-6,***,Main,NA,Intermediate,M2
sen_temp_z,0.009850532010226301,0.008894729478411776,11793.370209323637,1.1074571783362648,0.2681189031553743,0.2681189031553743,,Main,NA,Intermediate,M2
mean_Q_z,0.006009620348153985,0.008887983813672147,996.0147977933132,0.6761511355263212,0.499101662711833,0.499101662711833,,Main,NA,Intermediate,M2
mean_organic_z,-0.00886846667038863,0.008975659905468315,3371.082202816183,-0.9880573421666323,0.323195476628389,0.323195476628389,,Main,NA,Intermediate,M2
mean_salinity_z,-0.01749997867609367,0.011106108997704305,2982.5808817401153,-1.5757074489104164,0.11519929513561,0.11519929513561,,Main,NA,Intermediate,M2
HFP_period_z,-0.008072280107840994,0.012575752310760017,3694.5848983228775,-0.6418924218898794,0.5209828574359979,0.5209828574359979,,Main,NA,Intermediate,M2
elevation_z,-0.00636385886812694,0.010771916773853958,122.90834285940518,-0.590782402215877,0.5557510423028874,0.5557510423028874,,Main,NA,Intermediate,M2
Period_bin:mean_temp_z,-0.22465857510377765,0.03139326643559827,14717.552749120565,-7.156266314773379,8.682137190113631e-13,8.682137190113631e-13,***,Delta,mean_temp_z,Intermediate,M2
Period_bin:sen_temp_z,0.020159840153319983,0.011885934169264714,10901.760344446266,1.6961090198068216,0.08989378678768016,0.08989378678768016,,Delta,sen_temp_z,Intermediate,M2
Period_bin:mean_Q_z,-0.0378320506309713,0.010494612105084346,15001.720187058663,-3.604902234799391,3.1328245057796834e-4,3.1328245057796834e-4,***,Delta,mean_Q_z,Intermediate,M2
Period_bin:mean_organic_z,0.028705410943913712,0.011629561525949182,14693.446778011863,2.4683141217201507,0.013586412537320462,0.013586412537320462,*,Delta,mean_organic_z,Intermediate,M2
Period_bin:mean_salinity_z,0.009098383702882495,0.012908645723585686,14835.800670883664,0.7048286782135966,0.48092792373236903,0.48092792373236903,,Delta,mean_salinity_z,Intermediate,M2
Period_bin:HFP_period_z,0.016693279720370432,0.014632276153222311,14059.091203835958,1.1408532442639998,0.25395043201095413,0.25395043201095413,,Delta,HFP_period_z,Intermediate,M2
Period_bin:elevation_z,-0.01706236629510651,0.011643162863082306,11988.203771840957,-1.4654408338826221,0.14282690927653233,0.14282690927653233,,Delta,elevation_z,Intermediate,M2
(Intercept),0.02102174241698919,0.02140263395975095,44.17098008004358,0.9822035202079309,0.3313491042826805,0.3313491042826805,,Main,NA,Intermediate,M3
Period_bin,-0.07924029482518387,0.01295666290814166,15345.587525838433,-6.115795045913493,9.840635260405377e-10,9.840635260405377e-10,***,Period,NA,Intermediate,M3
mean_temp_z,0.14153447148470732,0.027582252014150592,14999.588432541088,5.131360246150153,2.9124672381605244e-7,2.9124672381605244e-7,***,Main,NA,Intermediate,M3
sen_temp_z,0.01377618234105989,0.008384253521374703,15330.020980876243,1.643101834401724,0.10038237347757184,0.10038237347757184,,Main,NA,Intermediate,M3
mean_Q_z,-1.840150512621388e-4,0.006685832124256425,15344.610862683458,-0.027523133671652628,0.9780428467504828,0.9780428467504828,,Main,NA,Intermediate,M3
mean_organic_z,-0.01096241067643647,0.00800971885449655,15345.601536596305,-1.3686386345860713,0.17113229586850234,0.17113229586850234,,Main,NA,Intermediate,M3
mean_salinity_z,-0.01772806109088892,0.009661750338012472,15325.468679581141,-1.8348705431914294,0.06654424425675716,0.06654424425675716,,Main,NA,Intermediate,M3
HFP_period_z,-0.009406500058924142,0.011223187916715711,15345.685306643916,-0.838130852724491,0.401970270679181,0.401970270679181,,Main,NA,Intermediate,M3
elevation_z,-0.010808962463847977,0.011071909035943966,15306.678612390304,-0.9762510176662077,0.3289555150000194,0.3289555150000194,,Main,NA,Intermediate,M3
C(Protocol)Electrofishing_backpack,0.05442781725033375,0.02428195098451696,13659.837007355058,2.2414927566997753,0.025010166300458637,0.025010166300458637,*,Main,NA,Intermediate,M3
C(Protocol)Electrofishing_partialsection,0.08625859818307088,0.0231155434688688,9660.770632284275,3.731627521509106,1.9133743474675452e-4,1.9133743474675452e-4,***,Main,NA,Intermediate,M3
C(Protocol)Electrofishing_wholesection,0.008167580015770599,0.048161909242813924,15290.536524335217,0.16958588528110013,0.8653380670963926,0.8653380670963926,,Main,NA,Intermediate,M3
C(Protocol)Seining,0.027580333113099553,0.09267527061877108,15314.921404291985,0.2976018621683231,0.7660110897808242,0.7660110897808242,,Main,NA,Intermediate,M3
Period_bin:mean_temp_z,-0.21491625849529106,0.031175156776860828,15314.149494268388,-6.893830880581444,5.643171626894665e-12,5.643171626894665e-12,***,Delta,mean_temp_z,Intermediate,M3
Period_bin:sen_temp_z,0.01914131889582561,0.011268829608876652,15332.294857280996,1.698607536025539,0.08941344445949267,0.08941344445949267,,Delta,sen_temp_z,Intermediate,M3
Period_bin:mean_Q_z,-0.03813756422235484,0.010308589511698678,15335.792660613059,-3.69959092648655,2.1670179570734333e-4,2.1670179570734333e-4,***,Delta,mean_Q_z,Intermediate,M3
Period_bin:mean_organic_z,0.029750109405326186,0.011503230244909454,15304.81256090952,2.5862395841804138,0.009712092096381278,0.009712092096381278,**,Delta,mean_organic_z,Intermediate,M3
Period_bin:mean_salinity_z,0.007657693199191696,0.012791901931890256,15294.868609296313,0.5986360151887219,0.5494244991304018,0.5494244991304018,,Delta,mean_salinity_z,Intermediate,M3
Period_bin:HFP_period_z,0.013954218997662346,0.014315456650867994,15311.697121443798,0.9747659008010936,0.329691794297582,0.329691794297582,,Delta,HFP_period_z,Intermediate,M3
Period_bin:elevation_z,-0.01972929218348475,0.01139085737264819,15322.434908860414,-1.7320287260253886,0.08328857287251856,0.08328857287251856,,Delta,elevation_z,Intermediate,M3
(Intercept),0.015623600953273791,0.02253289374110118,54.21603200040099,0.6933685984936557,0.4910381883780407,0.4910381883780407,,Main,NA,Intermediate,M4
Period_bin,-0.08664195923318593,0.013270089460526073,13847.277786174189,-6.5291164382060725,6.846492346689677e-11,6.846492346689677e-11,***,Period,NA,Intermediate,M4
mean_temp_z,0.14366738300764975,0.030354648597442857,5256.264511038803,4.732961495055904,2.2707105626105677e-6,2.2707105626105677e-6,***,Main,NA,Intermediate,M4
sen_temp_z,0.010320555309197146,0.00889933079009406,11847.873933315943,1.1597001564078353,0.24619427646953124,0.24619427646953124,,Main,NA,Intermediate,M4
mean_Q_z,0.004172587473854509,0.00901059579110312,1125.6218586252821,0.4630756467818074,0.643399659711613,0.643399659711613,,Main,NA,Intermediate,M4
mean_organic_z,-0.007223377507522361,0.009030337813574395,3934.0666893449716,-0.7999011395414453,0.4238163737728209,0.4238163737728209,,Main,NA,Intermediate,M4
mean_salinity_z,-0.016834377104359064,0.011110442526792202,2984.296303777611,-1.5151851120028674,0.1298314360690571,0.1298314360690571,,Main,NA,Intermediate,M4
HFP_period_z,-0.00702623511717829,0.012668560348397048,4404.191355789832,-0.5546198560807518,0.5791828673051811,0.5791828673051811,,Main,NA,Intermediate,M4
elevation_z,-0.0045255687161592645,0.012775348338598023,3280.5048086121037,-0.35424229509939953,0.7231800764516508,0.7231800764516508,,Main,NA,Intermediate,M4
C(Protocol)Electrofishing_backpack,0.0674748623945299,0.027849483806036326,3195.3342005820587,2.4228406840310934,0.015454917030798416,0.015454917030798416,*,Main,NA,Intermediate,M4
C(Protocol)Electrofishing_partialsection,0.07175044440329864,0.030731337037970492,1235.6439768408552,2.3347648139957746,0.019715198644440268,0.019715198644440268,*,Main,NA,Intermediate,M4
C(Protocol)Electrofishing_wholesection,-0.0032708758023075645,0.05792933009231279,2127.08647757446,-0.056463207792931285,0.9549781077135086,0.9549781077135086,,Main,NA,Intermediate,M4
C(Protocol)Seining,0.04453860373053066,0.12081374615106445,1282.816187553733,0.36865510051182404,0.7124456497882155,0.7124456497882155,,Main,NA,Intermediate,M4
Period_bin:mean_temp_z,-0.22614013693282095,0.03142685105977467,14943.706167279008,-7.19576188217829,6.506708436557561e-13,6.506708436557561e-13,***,Delta,mean_temp_z,Intermediate,M4
Period_bin:sen_temp_z,0.018814279835251205,0.011913516768814686,11684.833346993571,1.579238120896446,0.11430851725730534,0.11430851725730534,,Delta,sen_temp_z,Intermediate,M4
Period_bin:mean_Q_z,-0.0379040612506225,0.010497843614956587,14997.785258741958,-3.610652114937154,3.064241160236281e-4,3.064241160236281e-4,***,Delta,mean_Q_z,Intermediate,M4
Period_bin:mean_organic_z,0.028961216932013267,0.011637102927373494,14756.24099401696,2.4886964661873834,0.012832176344875401,0.012832176344875401,*,Delta,mean_organic_z,Intermediate,M4
Period_bin:mean_salinity_z,0.009027796642718732,0.012908855166072087,14834.582891792073,0.6993491310094011,0.48434483485608737,0.48434483485608737,,Delta,mean_salinity_z,Intermediate,M4
Period_bin:HFP_period_z,0.016950587509420266,0.014633138880411853,14062.890869442781,1.158369892334623,0.2467327912096931,0.2467327912096931,,Delta,HFP_period_z,Intermediate,M4
Period_bin:elevation_z,-0.018127116055645,0.011717439853334018,13222.94051095803,-1.5470201923406681,0.12188230806432095,0.12188230806432095,,Delta,elevation_z,Intermediate,M4
(Intercept),0.0540654411183124,0.02575119375540194,13.453581229099289,2.0995314482060023,0.055160962762206674,0.055160962762206674,,Main,NA,Intermediate,M5
Period_bin,-0.08604093334368824,0.013248091950375417,13741.978930259947,-6.494590592062584,8.612330898819856e-11,8.612330898819856e-11,***,Period,NA,Intermediate,M5
mean_temp_z,0.13659345809910914,0.027903359027035435,286.34198414732805,4.8952335081509135,1.6426154679641878e-6,1.6426154679641878e-6,***,Main,NA,Intermediate,M5
sen_temp_z,0.00985053066369389,0.008894729453540863,11793.370084192973,1.107457030047444,0.26811896723345313,0.26811896723345313,,Main,NA,Intermediate,M5
mean_Q_z,0.006009631207577513,0.008887983175230148,996.0147730329054,0.6761524059052798,0.4991008565732067,0.4991008565732067,,Main,NA,Intermediate,M5
mean_organic_z,-0.008868475278818743,0.00897565954715179,3371.080496552398,-0.9880583406968618,0.323194987736075,0.323194987736075,,Main,NA,Intermediate,M5
mean_salinity_z,-0.017499981854698223,0.011106108932076312,2982.580961533843,-1.575707744424812,0.11519922699610298,0.11519922699610298,,Main,NA,Intermediate,M5
HFP_period_z,-0.008072287719632993,0.012575751802128748,3694.5844722737716,-0.6418930531267772,0.5209824476014298,0.5209824476014298,,Main,NA,Intermediate,M5
elevation_z,-0.006363853660324762,0.010771911629352123,122.90902514942061,-0.5907822009033243,0.555751170760588,0.555751170760588,,Main,NA,Intermediate,M5
Period_bin:mean_temp_z,-0.22465856050084154,0.03139326633843036,14717.551950961466,-7.156265871761922,8.682165157867668e-13,8.682165157867668e-13,***,Delta,mean_temp_z,Intermediate,M5
Period_bin:sen_temp_z,0.020159848069054288,0.011885934016569283,10901.757977977795,1.6961097075712321,0.08989365656462137,0.08989365656462137,,Delta,sen_temp_z,Intermediate,M5
Period_bin:mean_Q_z,-0.037832048283081066,0.010494612105764798,15001.720182910201,-3.604902010842262,3.132827204972727e-4,3.132827204972727e-4,***,Delta,mean_Q_z,Intermediate,M5
Period_bin:mean_organic_z,0.02870540843913928,0.011629561516810858,14693.446725645505,2.468313908279758,0.013586420635921095,0.013586420635921095,*,Delta,mean_organic_z,Intermediate,M5
Period_bin:mean_salinity_z,0.009098383141237216,0.012908645758325562,14835.800638294264,0.7048286328075214,0.4809279519919981,0.4809279519919981,,Delta,mean_salinity_z,Intermediate,M5
Period_bin:HFP_period_z,0.016693279935107497,0.014632276179590932,14059.091127793627,1.140853256883659,0.25395042675880447,0.25395042675880447,,Delta,HFP_period_z,Intermediate,M5
Period_bin:elevation_z,-0.017062362864168724,0.011643162710550813,11988.212293427086,-1.4654405584066204,0.14282698436661315,0.14282698436661315,,Delta,elevation_z,Intermediate,M5
(Intercept),0.015623602307080679,0.02253289512683959,54.21601444036582,0.6933686159339085,0.4910381784781307,0.4910381784781307,,Main,NA,Intermediate,M6
Period_bin,-0.08664196042096237,0.013270089497038753,13847.27772365867,-6.529116509748988,6.846489087858726e-11,6.846489087858726e-11,***,Period,NA,Intermediate,M6
mean_temp_z,0.14366738315625444,0.030354648965870305,5256.264225747692,4.732961442505528,2.2707111514029925e-6,2.2707111514029925e-6,***,Main,NA,Intermediate,M6
sen_temp_z,0.010320554927729417,0.008899330830371038,11847.874171199594,1.1597001082944485,0.2461942960641164,0.2461942960641164,,Main,NA,Intermediate,M6
mean_Q_z,0.004172587844976363,0.009010596063618138,1125.6218432850449,0.4630756739638922,0.6433996402357195,0.6433996402357195,,Main,NA,Intermediate,M6
mean_organic_z,-0.0072233773650045565,0.009030337944506422,3934.0664627934807,-0.7999011121614641,0.42381638963847,0.42381638963847,,Main,NA,Intermediate,M6
mean_salinity_z,-0.01683437709138032,0.011110442718643202,2984.296108432931,-1.5151850846710564,0.12983144299546456,0.12983144299546456,,Main,NA,Intermediate,M6
HFP_period_z,-0.007026234896725663,0.012668560518239428,4404.191178446396,-0.5546198312436298,0.5791828842969133,0.5791828842969133,,Main,NA,Intermediate,M6
elevation_z,-0.004525568246121859,0.012775348548744502,3280.504642868383,-0.3542422524798049,0.7231801083872343,0.7231801083872343,,Main,NA,Intermediate,M6
C(Protocol)Electrofishing_backpack,0.06747486305399504,0.02784948428909406,3195.334032849102,2.422840665685806,0.015454917812656201,0.015454917812656201,*,Main,NA,Intermediate,M6
C(Protocol)Electrofishing_partialsection,0.07175044164538705,0.03073133795500394,1235.6439647237776,2.334764654582962,0.019715207008308144,0.019715207008308144,*,Main,NA,Intermediate,M6
C(Protocol)Electrofishing_wholesection,-0.0032708776478870254,0.057929331330949706,2127.086367016252,-0.05646323844479636,0.9549780832989763,0.9549780832989763,,Main,NA,Intermediate,M6
C(Protocol)Seining,0.04453860519099069,0.12081374956639448,1282.8161536526002,0.3686551021786972,0.7124456485475276,0.7124456485475276,,Main,NA,Intermediate,M6
Period_bin:mean_temp_z,-0.22614013837600502,0.03142685109641992,14943.706120411394,-7.195761919709685,6.506706653703653e-13,6.506706653703653e-13,***,Delta,mean_temp_z,Intermediate,M6
Period_bin:sen_temp_z,0.018814279697831688,0.011913516824471325,11684.83349259131,1.5792381019839279,0.1143085215933534,0.1143085215933534,,Delta,sen_temp_z,Intermediate,M6
Period_bin:mean_Q_z,-0.03790406137922125,0.010497843627185779,14997.785306070351,-3.6106521229810338,3.064241065246647e-4,3.064241065246647e-4,***,Delta,mean_Q_z,Intermediate,M6
Period_bin:mean_organic_z,0.028961216931308095,0.011637102944384711,14756.240940199517,2.4886964624887886,0.012832176478339688,0.012832176478339688,*,Delta,mean_organic_z,Intermediate,M6
Period_bin:mean_salinity_z,0.009027796868706613,0.012908855183010206,14834.582834727613,0.699349147598186,0.484344824491888,0.484344824491888,,Delta,mean_salinity_z,Intermediate,M6
Period_bin:HFP_period_z,0.016950587599684052,0.01463313891502679,14062.890810720617,1.1583698957629296,0.24673278981137187,0.24673278981137187,,Delta,HFP_period_z,Intermediate,M6
Period_bin:elevation_z,-0.018127115942148008,0.011717439891429152,13222.94042251572,-1.5470201776249164,0.12188231161285772,0.12188231161285772,,Delta,elevation_z,Intermediate,M6
(Intercept),-0.0369424903507488,0.05257210613130315,19.077368116586733,-0.7027013576074335,0.49072847117473994,0.49072847117473994,,Main,NA,Warm,M1
Period_bin,-0.09236188030039554,0.04078334280215153,10776.522865377467,-2.2646961713869853,0.023551106095518054,0.023551106095518054,*,Period,NA,Warm,M1
mean_temp_z,0.1734614252298338,0.04030581149086562,3696.409965289859,4.303633119237527,1.7237246021872174e-5,1.7237246021872174e-5,***,Main,NA,Warm,M1
sen_temp_z,0.03253157844090702,0.009723315673424998,10664.937321437077,3.345728919387012,8.234991036619471e-4,8.234991036619471e-4,***,Main,NA,Warm,M1
mean_Q_z,-0.03982252296640826,0.012662078235503329,10261.228219542354,-3.145022659451707,0.0016654808790864777,0.0016654808790864777,**,Main,NA,Warm,M1
mean_organic_z,0.041762276505748284,0.017188421074228927,10148.781768838622,2.4296749727852323,0.01512959785960762,0.01512959785960762,*,Main,NA,Warm,M1
mean_salinity_z,-0.030052536129332178,0.010958181790343191,9308.822111648065,-2.7424746827813835,0.006109472868925031,0.006109472868925031,**,Main,NA,Warm,M1
HFP_period_z,-0.01218207189872043,0.012476514377416153,10001.20048654857,-0.9764002613399223,0.32888976813543414,0.32888976813543414,,Main,NA,Warm,M1
elevation_z,0.04639045002757604,0.015238227893351755,1829.3192527836084,3.0443467804950997,0.0023651056961756095,0.0023651056961756095,**,Main,NA,Warm,M1
Period_bin:mean_temp_z,-0.029824382527781947,0.04720129569014613,10776.775281918723,-0.6318551660862175,0.5274949248835111,0.5274949248835111,,Delta,mean_temp_z,Warm,M1
Period_bin:sen_temp_z,0.057285877236492665,0.014363346923792021,10612.161369970587,3.9883376444526344,6.698443065976632e-5,6.698443065976632e-5,***,Delta,sen_temp_z,Warm,M1
Period_bin:mean_Q_z,0.05372168186640652,0.016465834336992727,10781.818372431493,3.262615229020827,0.0011073270207300953,0.0011073270207300953,**,Delta,mean_Q_z,Warm,M1
Period_bin:mean_organic_z,-0.07197859501025644,0.021237882783179812,10770.934324815133,-3.3891605742952287,7.035835990385963e-4,7.035835990385963e-4,***,Delta,mean_organic_z,Warm,M1
Period_bin:mean_salinity_z,0.04366844941160678,0.012691729663495509,10773.733843134683,3.440701194353976,5.824093141039224e-4,5.824093141039224e-4,***,Delta,mean_salinity_z,Warm,M1
Period_bin:HFP_period_z,-0.008531845668685091,0.015289858480777234,10770.320732660566,-0.558006843517324,0.5768513094140117,0.5768513094140117,,Delta,HFP_period_z,Warm,M1
Period_bin:elevation_z,-0.027388966154899944,0.017656844529982167,10781.98795546943,-1.5511812491972825,0.12088760457245853,0.12088760457245853,,Delta,elevation_z,Warm,M1
(Intercept),-0.030762320344194866,0.05447057840084259,22.156866745294394,-0.5647511234013078,0.5779166176560467,0.5779166176560467,,Main,NA,Warm,M2
Period_bin,-0.10010483666207068,0.042579700901578574,6886.143153403328,-2.3509990568853305,0.018751120996490116,0.018751120996490116,*,Period,NA,Warm,M2
