Variable,Early_Effect,Early_p,Late_Effect,Late_p,Delta,Zone,Model
mean_temp,0.06628601223769143,3.816225699632128e-4,-0.002113477451918173,0.9062521086593315,-0.0683994896896096,Intermediate,M5
sen_temp,-0.024359000524779212,0.06072624517523004,0.010562013138092519,0.11677211432211573,0.03492101366287173,Intermediate,M5
mean_Q,0.005541903260260435,0.29874752010120065,-0.027009258162637835,2.1298567746809693e-4,-0.03255116142289827,Intermediate,M5
mean_organic,-0.011365078913605317,0.09223337612767744,-0.01462149177205058,0.039434465799023016,-0.003256412858445263,Intermediate,M5
mean_salinity,0.007997611545255294,0.3090317872791175,-0.004919740759023481,0.4832206775045028,-0.012917352304278776,Intermediate,M5
HFP_period,0.010575018169955255,0.216416993662743,-0.004111093117847628,0.5840899831044932,-0.014686111287802884,Intermediate,M5
elevation,-0.009418517888814187,0.2057512449998589,-0.012578007892559624,0.05143213024808654,-0.003159490003745437,Intermediate,M5
mean_temp,0.052834588243209836,0.014861808090044006,-0.012044329155641896,0.546177895664741,-0.06487891739885174,Intermediate,M6
sen_temp,-0.02208777889657198,0.10069476698520795,0.010016939051769681,0.1513397612628069,0.03210471794834166,Intermediate,M6
mean_Q,0.004589812376193769,0.4079145047454497,-0.027227225610132712,2.495174072403888e-4,-0.031817037986326485,Intermediate,M6
mean_organic,-0.012511324783411758,0.06605774100897413,-0.015940615320839766,0.029466539997196783,-0.003429290537428008,Intermediate,M6
mean_salinity,0.008029389348111008,0.3071678020745824,-0.004784712741302509,0.4954745771898957,-0.012814102089413517,Intermediate,M6
HFP_period,0.008587968887317795,0.32436392229725414,-0.006018431271548029,0.43551949454994854,-0.014606400158865825,Intermediate,M6
elevation,-0.014371797243232974,0.12457307130921622,-0.018091784778115728,0.031623456999811665,-0.0037199875348827537,Intermediate,M6
mean_temp,0.13695846842456438,0.0036051091595160306,0.013662095535995959,0.714712125556983,-0.12329637288856843,Warm,M1
sen_temp,0.037970107295609914,0.09910765355609823,0.0030593870441495636,0.7415878470988244,-0.03491072025146035,Warm,M1
mean_Q,-0.031088087651974575,0.014669848258613932,0.0038714659224355435,0.7178627855598032,0.03495955357441012,Warm,M1
